id,post_title,word2vec
970,PHP开发者最好的学习资源收集,"[0.017982922799590618,-0.05702080388716554,0.2385080719010189,-0.2762921145659382,-0.031651773367676946]"
1001,对Django框架架构和Request/Response处理流程的分析,"[-0.12004282646103032,-0.18535397939677178,0.4253120073049113,-0.051970017422500195,0.1533928061821161]"
1005,Django关于站点管理Admin Site的常见问题解决方法,"[-0.10249382662929443,0.017532856133281406,0.22925217029235984,-0.05373140678492897,0.0814726592517824]"
1014,使用PHP连接、操纵Memcached的原理和教程,"[-0.06474305046598117,0.04648786678351462,0.27468242308000723,-0.09498027246755858,0.047605134821807345]"
1022,PHP对数组的高级遍历和操作处理方法,"[-0.14348191130372095,0.07406039887988694,0.24621803104848594,0.21186664161252494,0.05810646500507038]"
1030,2012年百度、腾讯、微软、奇虎360、人人、去哪网找工作经历总结,"[-0.07083897085982409,-0.22222400226834765,0.16509111368294363,-0.14258655082645508,-0.08299837190494737]"
1036,Django基本命令最全收集,"[-0.03347482591685788,-0.10574736888776279,0.3401280797270874,-0.20386221333007729,0.12070580839005474]"
1044,织梦DEDECMS简洁蓝色模板免费下载（资讯文章类）,"[-0.020740080341291163,-0.1364440375661117,0.22046610225187313,-0.2949212047181302,0.06387745545456006]"
1055,WIN7使用VisualSVN建立SVN服务器,"[-0.03701344101635878,-0.09214413914760221,0.2685768341519883,-0.2229081024505588,0.054208931139511245]"
1057,Magento获取指定分类下的所有子分类信息,"[-0.19660731028172096,-0.04048360348303592,0.2965411278719623,0.09477131463298123,0.11101908245050693]"
1061,MySQL数据库存储过程教程,"[-0.09690238017984769,-0.23365769812158974,0.422111167584884,-0.013478700805586122,0.0355329405332818]"
1064,给计算机专业求职的同学推荐几本书,"[-0.10886556999138121,-0.22435419391271183,0.1804425731560311,-0.13902052467950224,-0.06035663784802356]"
1066,读《疯狂的站长》- 回顾反思我的个人站长路,"[-0.11092581060058626,-0.15501855024071307,0.16291703316520528,-0.107629170375395,-0.09124618306016288]"
1072,JSP使用JNA调用DLL函数遇到的几个问题,"[0.028204927699803616,-0.15257112475198492,0.3440262988130514,-0.09212577499292632,0.08218600101452128]"
1088,MathType(数学公式编辑器) 汉化绿色版V6.7下载,"[-0.04627587159274746,-0.15472295521732188,0.20678769421926832,-0.14187843502778033,0.01971095678328121]"
1094,Rational Rose根据Java代码自动生成类图（教程和错误解决）,"[0.038348319870419804,-0.1510445227730088,0.23627172382548453,-0.09280074595939368,0.052678897846490144]"
1112,Hadoop之使用python实现数据集合间join操作,"[0.08496310378662264,-0.09346171262706307,0.23603238448141015,0.05416453005930427,0.14431533050973494]"
1122,Hadoop-Streaming实战经验及问题解决方法总结,"[-0.0037355514550300923,-0.19150187463315335,0.3273472687022533,0.03593140064942164,0.1481013707333768]"
1129,MYSQL向数据表插入默认字段值的方法,"[-0.07631148926788946,0.07215790086247896,0.14739247171841469,0.15736190862947885,0.03707016426370833]"
1144,hadoop第一个程序WordCount.java的编译运行过程,"[0.6324095905810754,-0.12331952236068164,-0.5809010008205601,-0.011166585593622862,0.8508483420706743]"
1185,为eclipse安装python、shell开发环境和SVN插件,"[0.15849257405558878,-0.12423242595097726,0.26808178234400587,-0.32273974745657147,0.04449457069395564]"
1193,Hive元数据存于mysql中文乱码解决,"[0.6092719725135426,-0.01991830382239087,0.04967085574002516,-0.08223763472499913,-0.15399806380055353]"
1197,hive从查询中获取数据插入到表或动态分区,"[-0.05013916534574833,-0.08919757220602191,0.3451260295103119,-0.006635749570208192,0.10480332433649187]"
1203,Hive开发中使用变量的两种方法,"[0.1421944131137103,0.011974378696637067,0.15696534257253522,0.043250484096023244,0.17730877404742554]"
1209,shell/hadoop/hive一些有用命令收集,"[0.07244205670498258,0.05145499944559586,0.16427446102022195,-0.06966374850914561,0.11268312380675949]"
1214,网站从织梦DEDECMS迁移到Wordpress过程以及URL重定向方法,"[0.09914137588255266,-0.026470641655801538,0.031431543415280955,-0.44625399940977145,-0.09597201933020041]"
1216,Python生成文件md5校验值函数,"[0.10935082128304961,0.08163507992532373,0.14368794832325024,-0.08020354913658188,0.1513980597863979]"
1292,Firefox数据采集插件大全,"[0.02845380143978215,-0.09765509644345555,0.24927126556592122,-0.19454978375073256,-0.013346258593663942]"
1297,wordpress按层级方式显示分类链接的方法,"[-0.06260259656769052,0.15222585256419424,0.16902406167722694,-0.06496427080806488,0.06730809384387311]"
1303,python子类调用父类的方法,"[-0.002692974299947753,0.02459896645347375,0.38645172254439064,0.12343520273804649,0.0848231035193949]"
1309,Python封装的常用日期函数,"[0.05669443834066072,0.09687097596477387,-0.04458137849254665,0.2255835569556589,0.14136002370938147]"
1319,python执行shell的两种方法,"[0.05786115069778703,0.0058327940810271655,0.2503123200582225,0.013252571724501462,0.1189877604167734]"
1321,Python访问MySQL封装的常用类,"[0.04632085349389114,0.5137694459603449,0.3810825134389276,-0.0032571469888437623,0.0952200458033097]"
1326,[织梦DEDE迁移]读取织梦MySQL生成所有文章链接,"[-0.02028035728645652,0.3000282393392896,0.19178133818411058,0.019460068782213753,0.10604589803851494]"
1337,mysql根据A表更新B表的方法,"[-0.011842021969071515,0.13423200240107003,0.17121048046880075,0.007622796451874279,0.1067864538648644]"
1345,MySQL一条语句更新多个表的方法,"[-0.039474051411014906,0.31900793084909457,0.16249400048852197,0.02013286978284024,0.11787649199817768]"
1355,MySQL数据导入导出实例教程手册,"[0.0364798264749836,0.19675118404307537,0.17478720292814875,-0.1461357312592944,0.1697556343866468]"
1372,chrome自动刷新网页插件：Auto Refresh Plus,"[-0.004467991013627718,-0.16691840959931997,0.19122100425336291,-0.18234064844163025,0.04824709770653177]"
1390,Python内置函数map、reduce、filter在文本处理中的应用,"[-0.01713344227726555,0.2755611213677356,-0.04302718168385697,0.24877183495051713,0.08512207164276604]"
1397,Python批量重命名文件的方法,"[0.022435948446092348,0.3637854648556003,-0.11010330162784744,0.10471813744172366,0.011779644834079346]"
1404,HIVE的几个使用技巧,"[0.04315002461591766,-0.08432020349247968,0.16552558225111325,-0.04323252571508088,0.08780893540969478]"
1409,[转]Hive中对group结果分组取limit N值的实现,"[-0.013014857996306662,0.1396763446877071,0.15366746024024772,0.13124696561510885,0.11253433806070906]"
1413,《大数据时代》是一部科幻小说,"[-0.07368966093672094,-0.20095390756762102,0.1730437114517088,-0.11360083533456128,-0.04483018289296187]"
1423,MapReduce文件切分个数计算方法,"[0.023450711894901874,-0.16795470417912484,0.22079042902054347,0.0028741340719811294,0.11108074363817097]"
1426,Java使用lombok自动生成getter和setter方法,"[0.1505518185569801,-0.16035023554124764,0.11621523829590942,-0.17850509750294602,-0.0330028029727853]"
1428,MySQL 查看数据库中每个表占用的空间大小,"[0.041442945654745454,0.24259038496486568,0.06702274512154636,0.09590463154017925,0.0516295376992612]"
1437,Hive使用TRANSFORM运行Python脚本总结,"[0.0032220244245490613,-0.10775267945293086,0.26938319783628034,-0.006549872302326757,0.1002733060852446]"
1440,把HIVE程序优化30倍的经验,"[0.01851963795173182,-0.1719178416791794,0.27284613881416825,-0.055138399828852054,0.08910873117579242]"
1451,向Hive程序传递变量的三种方法,"[0.18255036721647075,-0.11826445664968584,0.35500586295331066,0.023043686188545756,0.2694018896257916]"
1456,Hive中Order by和Sort by的区别是什么?,"[-0.06894593358054639,-0.0667135137417871,0.35436872724214535,0.014700289272392789,0.13936302244699272]"
1459,从产品和技术的对比想到的,"[-0.08590523761696332,-0.23639513707357215,0.1504850147601417,-0.17674400837507548,-0.06278908529944699]"
1465,将网站的创意变成钱的过程,"[-0.09328208951095604,-0.1557411338719187,0.16981497648545782,-0.16980566333259353,-0.013346847219142217]"
1470,Hive的left join、left outer join和left semi join三者的区别,"[0.040811496633470466,0.2862753264212082,0.16930484985810879,0.12875665379566315,0.15590644010131485]"
1587,MySQL执行Select语句将结果导出到文件的方法,"[0.06438519399823238,-0.03850130271166563,0.3499113867366655,-0.04924226998624326,0.12817304034800478]"
1600,Hive取非Group by字段数据的方法,"[0.03529170175992646,0.00732768609643329,0.2207012353562425,0.05514868409372866,0.1362789880779442]"
1607,将普通Maven Spring项目转换成Web项目的方法,"[0.3264745510691269,0.02188276832271624,0.06544996337251886,-0.17186312447622748,-0.05802449677588505]"
1625,Hive开发经验问答式总结,"[0.056493159987784355,-0.10782460643081603,0.29105896293486294,-0.00043345826439635627,0.11162652267814398]"
1664,Python操作MySQL视频教程,"[0.03885422229800854,-0.059937532023223265,0.29766094911152896,-0.2406616601877155,0.026429409555910322]"
1689,Java枚举类型代码的二逼写法和艺术写法,"[0.024146687401225792,-0.0142931691207923,0.14289337390381843,0.07836753089900594,0.06161888286098838]"
1697,《超体》中的哲学,"[-0.07601728044914452,-0.133401947213898,0.11626416828575878,-0.1105755844044511,-0.05528738236768195]"
1703,Java怎样创建两个KEY（key-pair）的MAP,"[-0.0025111555552416263,-0.048319794358813194,0.14690608623842646,0.07259178706141801,-0.01456531724535337]"
1707,Python使用list字段模式或者dict字段模式读取文件的方法,"[-0.015060070914031875,0.03953876099571729,0.19798203330747963,0.1482701901079871,0.11311964487436493]"
1712,做设计就像创世界,"[-0.08714408534605513,-0.24223463888415414,0.23070212825336772,-0.077756829312379,-0.00858076224952639]"
1722,《Spring in action》3rd中SpringPizza项目的运行方法,"[0.5244201985606249,0.21883589227724334,-0.06654356034688544,-0.26288578130871704,-0.17748526823706925]"
1735,读书破万卷，代码如有神,"[0.016389928048294856,-0.18354009101589175,0.13822861243354137,-0.09353553436255206,-0.06559697139719403]"
1741,数据库并发控制机制的理解,"[-0.07414213884291211,-0.2464560821938973,0.35663988097355914,-0.0926612007608031,0.029075210046756065]"
1763,有了事务为什么还需要乐观锁和悲观锁,"[-0.08447029661725869,-0.2485251882550956,0.32318114131369224,-0.09436123597793131,0.022971431047989602]"
